Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Oman,5106622,2020-09-11,88337,1.729851945
Oman,5106622,2020-09-12,88337,1.729851945
Paraguay,7132530,2021-01-19,123359,1.729526549
Ireland,4937796,2020-12-26,85394,1.729395058
Uruguay,3473727,2021-03-03,60074,1.729381727
Iran,83992953,2021-02-05,1452380,1.729168874
North America,592072204,2020-10-23,10237691,1.729128801
Iraq,40222503,2021-02-28,695489,1.729104228
Tunisia,11818618,2021-01-28,204351,1.729060031
Namibia,2540916,2021-03-29,43923,1.728628573
European Union,444919060,2020-11-06,7690408,1.728495965
Iceland,341250,2021-01-11,5898,1.728351648
Dominican Republic,10847904,2021-01-14,187487,1.728324661
Liechtenstein,38137,2020-11-04,659,1.727980701
World,7794798729,2021-04-09,134691380,1.727964822
Mexico,128932753,2021-03-29,2227843,1.727910828
Kuwait,4270563,2020-08-12,73785,1.727758143
Monaco,39244,2020-12-15,678,1.727652635
Mexico,128932753,2021-03-28,2226550,1.72690798
Lithuania,2722291,2020-11-22,47008,1.726780862
Bahamas,393248,2020-11-03,6790,1.726645781
Brazil,212559409,2020-08-25,3669995,1.726573769
Libya,6871287,2021-01-31,118631,1.72647424
Panama,4314768,2020-08-09,74492,1.726442766
Honduras,9904608,2021-03-01,170985,1.72631769
Iceland,341250,2021-01-10,5890,1.726007326
Bahrain,1701583,2020-07-05,29367,1.725863505
Russia,145934460,2020-12-09,2518551,1.725809655
Maldives,540542,2020-09-15,9328,1.725675341
Mexico,128932753,2021-03-27,2224904,1.725631345
Argentina,45195777,2020-10-02,779689,1.725136842
Palestine,5101416,2020-12-01,88004,1.725089661
Greece,10423056,2021-02-21,179802,1.725041101
Colombia,50882884,2020-10-07,877684,1.72491009
Moldova,4033963,2020-10-22,69568,1.724557216
Cyprus,875899,2020-12-13,15101,1.724057226
Seychelles,98340,2021-02-09,1695,1.723611959
Seychelles,98340,2021-02-10,1695,1.723611959
Iceland,341250,2021-01-09,5880,1.723076923
South Africa,59308690,2020-12-29,1021451,1.722261948
Bolivia,11673029,2021-01-24,201037,1.722235077
United States,331002647,2020-08-23,5700119,1.722076561
Oman,5106622,2020-09-09,87939,1.722058143
Lebanon,6825442,2020-11-23,117517,1.721749302
Mexico,128932753,2021-03-26,2219845,1.721707594
Kazakhstan,18776707,2021-04-11,323207,1.721318866
Iraq,40222503,2021-02-27,692241,1.721029146
South America,430759772,2020-09-18,7412401,1.720773731
Iran,83992953,2021-02-04,1445326,1.720770551
United Arab Emirates,9890400,2020-12-01,170149,1.720344981
Ukraine,43733759,2020-11-30,752343,1.72027975
Chile,19116209,2020-07-18,328846,1.720246938
Peru,32971846,2020-08-21,567059,1.71982788
Cape Verde,555988,2020-11-11,9560,1.719461571
Honduras,9904608,2021-02-28,170304,1.719442102
Canada,37742157,2021-01-08,648930,1.719377088
Iceland,341250,2021-01-08,5867,1.719267399
Paraguay,7132530,2021-01-18,122588,1.718716921
Suriname,586634,2021-04-26,10081,1.718447959
World,7794798729,2021-04-08,133943335,1.718368102
Norway,5421242,2021-03-28,93150,1.718240949
Dominican Republic,10847904,2021-01-13,186383,1.718147579
Mexico,128932753,2021-03-25,2214542,1.717594598
Hungary,9660350,2020-11-20,165901,1.717339434
Namibia,2540916,2021-03-28,43632,1.717176011
Ecuador,17643060,2021-03-16,302854,1.71656164
Greece,10423056,2021-02-20,178918,1.716559903
Costa Rica,5094114,2020-10-10,87439,1.716471206
Costa Rica,5094114,2020-10-11,87439,1.716471206
Armenia,2963234,2020-10-01,50850,1.716030526
Belarus,9449321,2020-12-14,162148,1.715975148
Oman,5106622,2020-09-08,87590,1.71522388
Montenegro,628062,2020-09-30,10772,1.715117297
San Marino,33938,2020-05-03,582,1.714891862
San Marino,33938,2020-05-04,582,1.714891862
Saint Lucia,183629,2021-02-24,3149,1.714870745
Saint Lucia,183629,2021-02-25,3149,1.714870745
Slovenia,2078932,2020-11-01,35649,1.714774702
Ecuador,17643060,2021-03-15,302498,1.714543849
Latvia,1886202,2020-12-22,32339,1.714503537
Honduras,9904608,2021-02-27,169754,1.713889131
Bolivia,11673029,2021-01-23,199989,1.713257116
North America,592072204,2020-10-22,10143156,1.713161998
Mexico,128932753,2021-03-24,2208755,1.713106211
Ecuador,17643060,2021-03-14,302221,1.712973827
Iceland,341250,2021-01-07,5845,1.712820513
Paraguay,7132530,2021-01-17,122160,1.712716245
Bahamas,393248,2020-11-02,6735,1.712659696
Iran,83992953,2021-02-03,1438286,1.712388895
Suriname,586634,2021-04-25,10045,1.712311254
Iraq,40222503,2021-02-26,688698,1.712220644
Libya,6871287,2021-01-29,117650,1.712197438
Libya,6871287,2021-01-30,117650,1.712197438
Namibia,2540916,2021-03-27,43499,1.711941678
Tunisia,11818618,2021-01-27,202323,1.711900664
United States,331002647,2020-08-22,5665887,1.71173465
Saint Lucia,183629,2021-02-23,3142,1.711058711
Croatia,4105268,2020-11-10,70243,1.711045418
Kuwait,4270563,2020-08-11,73068,1.710968788
Slovakia,5459643,2020-11-20,93396,1.710661301
Oman,5106622,2020-09-07,87328,1.710093287
Maldives,540542,2020-09-14,9243,1.709950383
Monaco,39244,2020-12-14,671,1.709815513
Colombia,50882884,2020-10-06,869808,1.709431407
Albania,2877800,2020-12-14,49191,1.709326569
Iceland,341250,2021-01-06,5832,1.709010989
San Marino,33938,2020-05-01,580,1.708998762
San Marino,33938,2020-05-02,580,1.708998762
Kazakhstan,18776707,2021-04-10,320881,1.708931177
Mexico,128932753,2021-03-23,2203041,1.708674444
Jordan,10203140,2020-11-20,174335,1.708640673
Cape Verde,555988,2020-11-10,9499,1.708490111
Russia,145934460,2020-12-08,2492713,1.708104446
Chile,19116209,2020-07-17,326439,1.707655529
World,7794798729,2021-04-07,133103485,1.70759361
Bahamas,393248,2020-10-31,6714,1.707319554
Bahamas,393248,2020-11-01,6714,1.707319554
United Arab Emirates,9890400,2020-11-30,168860,1.707312141
Saint Lucia,183629,2021-02-22,3135,1.707246677
Estonia,1326539,2020-12-22,22647,1.70722459
Malta,441539,2020-11-11,7537,1.706983981
Panama,4314768,2020-08-08,73651,1.706951567
Serbia,6804596,2020-11-21,116125,1.70656715
Lebanon,6825442,2020-11-22,116476,1.706497543
South Africa,59308690,2020-12-28,1011871,1.706109172
Norway,5421242,2021-03-27,92469,1.705679252
Paraguay,7132530,2021-01-16,121648,1.705537867
Honduras,9904608,2021-02-26,168911,1.705377941
Moldova,4033963,2020-10-21,68791,1.70529576
Oman,5106622,2020-09-06,87072,1.705080188
South America,430759772,2020-09-17,7342241,1.70448623
Brazil,212559409,2020-08-24,3622861,1.704399263
Bulgaria,6948445,2020-11-20,118418,1.704237423
Iran,83992953,2021-02-02,1431416,1.704209638
Ecuador,17643060,2021-03-13,300666,1.704160163
Mexico,128932753,2021-03-22,2197160,1.704113151
Suriname,586634,2021-04-24,9996,1.703958516
Dominican Republic,10847904,2021-01-12,184788,1.703444278
Uruguay,3473727,2021-03-02,59171,1.703386593
Ireland,4937796,2020-12-25,84098,1.70314853
Mexico,128932753,2021-03-21,2195772,1.703036621
Greece,10423056,2021-02-19,177494,1.702897883
Iceland,341250,2021-01-05,5811,1.702857143
Monaco,39244,2020-12-12,668,1.702171033
Monaco,39244,2020-12-13,668,1.702171033
Portugal,10196707,2020-11-07,173540,1.701922003
Iraq,40222503,2021-02-25,684362,1.701440609
Mexico,128932753,2021-03-20,2193639,1.70138227
Kosovo,1932774,2020-11-20,32877,1.701026607
Italy,60461828,2020-11-11,1028424,1.70094758
Austria,9006400,2020-11-08,153153,1.700490762
Libya,6871287,2021-01-28,116779,1.699521502
Armenia,2963234,2020-09-30,50359,1.699460792
Germany,83783945,2020-12-16,1423830,1.69940673
Namibia,2540916,2021-03-26,43179,1.699347794
Czechia,10708982,2020-10-19,181962,1.699153103
Qatar,2881060,2020-05-27,48947,1.698923313
World,7794798729,2021-04-06,132419139,1.698814089
United States,331002647,2020-08-21,5622842,1.698730222
Honduras,9904608,2021-02-25,168243,1.698633606
Bolivia,11673029,2021-01-22,198257,1.698419493
Iceland,341250,2021-01-04,5795,1.698168498
North America,592072204,2020-10-21,10053462,1.698012832
Tunisia,11818618,2021-01-26,200662,1.697846567
Norway,5421242,2021-03-26,92007,1.69715722
Maldives,540542,2020-09-13,9173,1.697000418
Mexico,128932753,2021-03-19,2187910,1.696938869
Ukraine,43733759,2020-11-29,742105,1.696869917
Sweden,10099270,2020-11-12,171365,1.696805809
Belarus,9449321,2020-12-13,160295,1.696365273
Brazil,212559409,2020-08-23,3605783,1.696364803
United Arab Emirates,9890400,2020-11-29,167753,1.696119469
Iran,83992953,2021-02-01,1424596,1.696089909
Ecuador,17643060,2021-03-12,299216,1.695941634
Bahrain,1701583,2020-07-04,28857,1.695891414
Kuwait,4270563,2020-08-10,72400,1.695326822
Poland,37846605,2020-11-12,641496,1.694989551
Canada,37742157,2021-01-07,639693,1.694903129
Bosnia and Herzegovina,3280815,2020-11-04,55598,1.694639899
Botswana,2351625,2021-03-29,39848,1.694487854
Botswana,2351625,2021-03-30,39848,1.694487854
Botswana,2351625,2021-03-31,39848,1.694487854
Colombia,50882884,2020-10-05,862158,1.694396882
Europe,748680069,2020-11-10,12684264,1.694216866
Cape Verde,555988,2020-11-09,9419,1.694101312
United Kingdom,67886004,2020-11-06,1149793,1.693711417
Peru,32971846,2020-08-20,558420,1.693626738
South Africa,59308690,2020-12-27,1004413,1.693534286
Paraguay,7132530,2021-01-15,120789,1.693494454
Chile,19116209,2020-07-16,323698,1.693316912
Kazakhstan,18776707,2021-04-09,317937,1.693252177
Suriname,586634,2021-04-23,9932,1.693048817
Namibia,2540916,2021-03-25,43010,1.69269665
Argentina,45195777,2020-10-01,765002,1.692640443
Mexico,128932753,2021-03-18,2182188,1.692500896
Oman,5106622,2020-09-03,86380,1.691529156
Oman,5106622,2020-09-04,86380,1.691529156
Oman,5106622,2020-09-05,86380,1.691529156
Iraq,40222503,2021-02-24,680288,1.69131195
Honduras,9904608,2021-02-24,167494,1.691071469
World,7794798729,2021-04-05,131815052,1.691064216
Israel,8655541,2020-09-10,146351,1.690835963
Azerbaijan,10139175,2020-12-12,171423,1.690699687
Russia,145934460,2020-12-07,2466961,1.690458169
Denmark,5792203,2020-12-09,97895,1.690116869
Dominican Republic,10847904,2021-01-11,183282,1.689561412
Spain,46754783,2020-10-02,789932,1.689521262
Spain,46754783,2020-10-03,789932,1.689521262
Spain,46754783,2020-10-04,789932,1.689521262
Bahamas,393248,2020-10-30,6644,1.689519082
Costa Rica,5094114,2020-10-09,86053,1.689263334
Greece,10423056,2021-02-18,176059,1.689130328
Libya,6871287,2021-01-27,116064,1.689115882
Lebanon,6825442,2020-11-21,115283,1.689018821
Ecuador,17643060,2021-03-11,297957,1.688805683
South America,430759772,2020-09-16,7274470,1.688753331
Guyana,786559,2021-04-30,13283,1.688748079
Iran,83992953,2021-01-31,1417999,1.688235679
Mexico,128932753,2021-03-17,2175462,1.687284223
Namibia,2540916,2021-03-24,42864,1.68695069
Uruguay,3473727,2021-03-01,58589,1.686632254
Albania,2877800,2020-12-13,48530,1.686357634
Iceland,341250,2020-12-30,5754,1.686153846
Iceland,341250,2020-12-31,5754,1.686153846
Iceland,341250,2021-01-01,5754,1.686153846
Iceland,341250,2021-01-02,5754,1.686153846
Iceland,341250,2021-01-03,5754,1.686153846
Brazil,212559409,2020-08-22,3582362,1.685346237
Cape Verde,555988,2020-11-08,9369,1.685108312
North America,592072204,2020-10-20,9976408,1.684998541
World,7794798729,2021-04-04,131325468,1.68478331
Romania,19237682,2020-11-11,324094,1.684683217
Moldova,4033963,2020-10-20,67958,1.684646091
North Macedonia,2083380,2020-11-04,35097,1.684618265
Armenia,2963234,2020-09-29,49901,1.684004706
United States,331002647,2020-08-20,5574013,1.683978376
Andorra,77265,2020-09-09,1301,1.68381544
Andorra,77265,2020-09-10,1301,1.68381544
Montenegro,628062,2020-09-29,10575,1.683750967
United Arab Emirates,9890400,2020-11-28,166502,1.68347084
Namibia,2540916,2021-03-23,42771,1.683290593
Oman,5106622,2020-09-01,85928,1.682677903
Oman,5106622,2020-09-02,85928,1.682677903
Ecuador,17643060,2021-03-10,296841,1.68248025
Bolivia,11673029,2021-01-21,196393,1.682451059
Ireland,4937796,2020-12-24,83073,1.682390281
Mexico,128932753,2021-03-16,2169007,1.682277737
Panama,4314768,2020-08-07,72560,1.681666314
Suriname,586634,2021-04-22,9865,1.681627727
Honduras,9904608,2021-02-23,166547,1.681510263
Mexico,128932753,2021-03-15,2167729,1.681286523
Iceland,341250,2020-12-29,5736,1.680879121
Iran,83992953,2021-01-30,1411731,1.680773148
Tunisia,11818618,2021-01-25,198636,1.680704123
Iraq,40222503,2021-02-23,675982,1.6806065
Colombia,50882884,2020-10-04,855052,1.680431479
Chile,19116209,2020-07-15,321205,1.680275624
Mexico,128932753,2021-03-14,2166290,1.680170437
Bahamas,393248,2020-10-29,6607,1.680110261
Saint Vincent and the Grenadines,110947,2021-04-30,1864,1.68008148
Kuwait,4270563,2020-08-09,71713,1.67923995
Monaco,39244,2020-12-11,659,1.67923759
Palestine,5101416,2020-11-30,85647,1.678886803
Dominican Republic,10847904,2021-01-10,182103,1.678692953
Namibia,2540916,2021-03-22,42653,1.678646598
Oman,5106622,2020-08-31,85722,1.678643925
Mexico,128932753,2021-03-13,2163875,1.678297368
Kazakhstan,18776707,2021-04-08,315102,1.678153683
Libya,6871287,2021-01-26,115299,1.677982596
Iceland,341250,2020-12-28,5726,1.677948718
World,7794798729,2021-04-03,130772665,1.677691362
South Africa,59308690,2020-12-26,994911,1.677513025
Paraguay,7132530,2021-01-14,119640,1.677385163
Norway,5421242,2021-03-25,90935,1.677383153
Slovakia,5459643,2020-11-19,91578,1.677362421
San Marino,33938,2020-04-30,569,1.676586717
Netherlands,17134873,2020-10-24,287229,1.676283215
Saint Lucia,183629,2021-02-21,3078,1.676205828
Switzerland,8654618,2020-10-29,145044,1.675914523
Greece,10423056,2021-02-17,174659,1.675698567
Belarus,9449321,2020-12-12,158334,1.675612459
Croatia,4105268,2020-11-09,68776,1.675310845
Oman,5106622,2020-08-30,85544,1.675158255
Malta,441539,2020-11-10,7396,1.675050222
Maldives,540542,2020-09-12,9052,1.674615479
Monaco,39244,2020-12-10,657,1.67414127
Mexico,128932753,2021-03-12,2157771,1.673563117
South America,430759772,2020-09-15,7208236,1.673377244
Honduras,9904608,2021-02-22,165737,1.673332251
Iran,83992953,2021-01-29,1405414,1.673252279
Canada,37742157,2021-01-06,631466,1.673105223
Armenia,2963234,2020-09-28,49574,1.672969465
Luxembourg,625976,2020-10-16,10471,1.672747837
Luxembourg,625976,2020-10-17,10471,1.672747837
Ecuador,17643060,2021-03-09,295114,1.672691699
European Union,444919060,2020-11-05,7441478,1.672546463
North America,592072204,2020-10-19,9902660,1.672542628
Saint Vincent and the Grenadines,110947,2021-04-29,1855,1.671969499
Namibia,2540916,2021-03-21,42477,1.671719962
Russia,145934460,2020-12-06,2439163,1.671409892
Hungary,9660350,2020-11-19,161461,1.671378366
Chile,19116209,2020-07-14,319493,1.671319873
Cape Verde,555988,2020-11-07,9291,1.671079232
World,7794798729,2021-04-02,130243222,1.670899102
United Arab Emirates,9890400,2020-11-27,165250,1.670812101
United States,331002647,2020-08-19,5529973,1.670673347
Iraq,40222503,2021-02-22,671801,1.670211821
France,68147687,2020-10-25,1138166,1.670146193
Tunisia,11818618,2021-01-24,197373,1.670017594
Ecuador,17643060,2021-03-08,294618,1.669880395
Bahrain,1701583,2020-07-03,28410,1.669621758
Uruguay,3473727,2021-02-28,57994,1.669503677
Ecuador,17643060,2021-03-07,294503,1.669228581
Monaco,39244,2020-12-09,655,1.66904495
Suriname,586634,2021-04-21,9791,1.669013388
Georgia,3989175,2020-11-11,66561,1.668540488
Greece,10423056,2021-02-16,173905,1.668464604
Moldova,4033963,2020-10-19,67302,1.668384167
Mexico,128932753,2021-03-11,2150955,1.66827664
Saint Vincent and the Grenadines,110947,2021-04-28,1850,1.667462843
Kuwait,4270563,2020-08-08,71199,1.667204067
Armenia,2963234,2020-09-27,49400,1.667097502
Colombia,50882884,2020-10-03,848147,1.6668611
Honduras,9904608,2021-02-21,165095,1.66685042
Ukraine,43733759,2020-11-28,728834,1.666524938
Guyana,786559,2021-04-29,13106,1.666244999
Peru,32971846,2020-08-19,549321,1.666030467
Iran,83992953,2021-01-28,1398841,1.665426622
Bahamas,393248,2020-10-28,6549,1.665361299
Iceland,341250,2020-12-23,5683,1.665347985
Iceland,341250,2020-12-24,5683,1.665347985
Iceland,341250,2020-12-25,5683,1.665347985
Iceland,341250,2020-12-26,5683,1.665347985
Iceland,341250,2020-12-27,5683,1.665347985
Libya,6871287,2021-01-25,114429,1.665321213
Spain,46754783,2020-10-01,778607,1.665299142
Dominican Republic,10847904,2021-01-09,180644,1.66524335
Costa Rica,5094114,2020-10-08,84828,1.665215973
Lebanon,6825442,2020-11-20,113655,1.665166886
Estonia,1326539,2020-12-21,22083,1.664707935
Kazakhstan,18776707,2021-04-07,312558,1.664604981
Oman,5106622,2020-08-27,85005,1.664603333
Oman,5106622,2020-08-28,85005,1.664603333
Oman,5106622,2020-08-29,85005,1.664603333
Ireland,4937796,2020-12-23,82155,1.66379899
Mexico,128932753,2021-03-10,2144486,1.663259296
Maldives,540542,2020-09-11,8990,1.66314551
World,7794798729,2021-04-01,129609483,1.662768822
Paraguay,7132530,2021-01-13,118592,1.66269192
Montenegro,628062,2020-09-28,10441,1.662415494
Moldova,4033963,2020-10-18,67050,1.662137208
Saint Vincent and the Grenadines,110947,2021-04-27,1844,1.662054855
Norway,5421242,2021-03-24,90104,1.662054562
Brazil,212559409,2020-08-21,3532330,1.661808346
Chile,19116209,2020-07-13,317657,1.661715458
Argentina,45195777,2020-09-30,751001,1.661661885
Latvia,1886202,2020-12-21,31335,1.661274879
Oman,5106622,2020-08-26,84818,1.660941421
Namibia,2540916,2021-03-20,42203,1.66093645
Europe,748680069,2020-11-09,12434207,1.660817152
Honduras,9904608,2021-02-20,164495,1.660792633
Iceland,341250,2020-12-22,5667,1.660659341
Iraq,40222503,2021-02-21,667937,1.660605259
France,68147687,2020-10-24,1131550,1.660437866
Ecuador,17643060,2021-03-06,292943,1.660386577
Germany,83783945,2020-12-15,1391086,1.660325257
Jordan,10203140,2020-11-19,169395,1.660224205
Bolivia,11673029,2021-01-20,193745,1.659766287
United Kingdom,67886004,2020-11-05,1126471,1.659356765
North America,592072204,2020-10-18,9824050,1.659265531
Cape Verde,555988,2020-11-06,9224,1.659028612
Albania,2877800,2020-12-12,47742,1.658975606
San Marino,33938,2020-04-29,563,1.658907419
South America,430759772,2020-09-14,7143773,1.65841229
Mexico,128932753,2021-03-09,2137884,1.658138797
Greece,10423056,2021-02-15,172824,1.658093365
South Africa,59308690,2020-12-25,983359,1.658035273
United Arab Emirates,9890400,2020-11-26,163967,1.657839926
Oman,5106622,2020-08-25,84652,1.65769074
Iran,83992953,2021-01-27,1392314,1.657655732
Saint Vincent and the Grenadines,110947,2021-04-26,1839,1.657548199
Iceland,341250,2020-12-21,5656,1.657435897
Kosovo,1932774,2020-11-19,32022,1.656789671
Honduras,9904608,2021-02-19,164077,1.656572375
United States,331002647,2020-08-18,5482614,1.656365606
Belgium,11589616,2020-10-15,191959,1.656301641
Kuwait,4270563,2020-08-07,70727,1.65615166
Armenia,2963234,2020-09-26,49072,1.656028515
Panama,4314768,2020-08-06,71418,1.655199074
